예보시각,관광기후지수,관광기후지수등급,평균기온,최고기온,최고기온시각,최저기온,최저기온시각,일교차,강수량(mm),1시간최다강수량(mm),1시간최다강수량시각,일조합,일조율,일사합,평균습도(%rh),최저습도(%rh),평균풍속(m/s),최대풍속(m/s),최대풍속풍향(deg),최대순간풍속(m/s),최대순간풍속풍향(deg),최대순간풍속시각,최대풍속시각,year_month_day,year_month,month_day,year,month,date,day
2020-08-02,-0.5456,1.0,24.9,26.4,1501,23.5,1855,2.9,31.4,13.8,1533,0.0,0.0,2.55,96.3,90.0,2.3,7.5,250.0,14.6,250.0,1538,1543,20200802,202008,802,2020,8,2,Sunday
2020-08-03,-0.6959999999999998,1.0,25.0,26.3,142,23.9,2002,2.4,102.6,28.5,836,0.0,0.0,3.09,96.3,89.0,3.0,8.3,180.0,14.5,200.0,21,25,20200803,202008,803,2020,8,3,Monday
2020-08-04,-1.0632,1.0,27.0,29.4,1520,25.0,1,4.4,3.9,1.8,636,0.4,2.9,8.06,89.3,77.0,3.5,5.7,200.0,11.0,180.0,1402,724,20200804,202008,804,2020,8,4,Tuesday
2020-08-05,-0.9279999999999999,1.0,26.5,29.1,1630,25.5,2346,3.6,18.5,14.4,2325,0.1,0.7,5.02,92.1,81.0,1.9,4.6,160.0,8.0,200.0,915,1651,20200805,202008,805,2020,8,5,Wednesday
2020-08-06,-1.1807999999999998,1.0,24.1,26.0,1644,22.9,2357,3.1,75.7,19.9,415,0.2,1.4,6.74,92.8,83.0,3.3,6.5,200.0,13.1,200.0,544,545,20200806,202008,806,2020,8,6,Thursday
2020-08-07,-0.1448,2.0,24.3,26.1,1536,22.6,628,3.5,0.0,0.0,0,0.0,0.0,6.7,85.3,71.0,1.8,3.3,110.0,6.9,110.0,1126,1800,20200807,202008,807,2020,8,7,Friday
2020-08-08,-0.6919999999999997,1.0,24.2,26.1,1628,22.7,432,3.4,19.1,5.9,2026,1.8,12.9,6.96,89.5,77.0,2.3,3.7,70.0,7.5,110.0,1055,852,20200808,202008,808,2020,8,8,Saturday
2020-08-09,-0.7424000000000003,1.0,24.9,25.8,2330,23.7,1,2.1,50.3,13.9,1337,0.0,0.0,1.43,95.4,89.0,2.6,6.8,200.0,12.4,180.0,1256,1241,20200809,202008,809,2020,8,9,Sunday
2020-08-10,-1.216,1.0,26.5,29.5,1331,24.7,2357,4.8,44.6,28.6,1556,0.2,1.4,7.77,91.6,78.0,2.0,4.3,200.0,10.2,200.0,341,348,20200810,202008,810,2020,8,10,Monday
2020-08-11,-0.9015999999999998,1.0,24.6,27.3,1333,22.4,536,4.9,97.0,23.6,435,0.5,3.6,7.44,92.5,79.0,2.2,4.7,200.0,9.1,250.0,500,411,20200811,202008,811,2020,8,11,Tuesday
2020-08-12,-0.9936000000000001,1.0,27.2,31.3,1405,23.5,431,7.8,0.0,0.0,0,2.1,15.3,13.62,83.9,68.0,1.9,4.3,200.0,6.7,200.0,1834,1840,20200812,202008,812,2020,8,12,Wednesday
2020-08-13,-1.2192,1.0,28.0,30.3,1557,26.3,506,4.0,0.0,0.0,0,0.2,1.5,7.96,82.4,74.0,2.5,4.9,200.0,8.7,200.0,2026,2050,20200813,202008,813,2020,8,13,Thursday
2020-08-14,-1.0119999999999998,1.0,27.1,28.0,1147,26.5,822,1.5,0.4,0.4,750,0.0,0.0,4.14,86.1,81.0,3.5,5.7,230.0,10.9,230.0,1306,1306,20200814,202008,814,2020,8,14,Friday
2020-08-15,-0.8168,1.0,26.1,27.0,1745,25.0,729,2.0,69.0,23.7,552,0.0,0.0,3.25,96.0,92.0,1.9,5.6,230.0,10.5,180.0,651,655,20200815,202008,815,2020,8,15,Saturday
2020-08-16,-0.3484,1.04,27.4,30.8,1441,25.3,533,5.5,0.0,0.0,0,2.4,17.6,14.3,82.6,66.0,3.0,5.2,230.0,10.0,250.0,1454,1524,20200816,202008,816,2020,8,16,Sunday
2020-08-17,-0.002800000000000001,2.0,28.2,32.2,1602,26.1,459,6.1,0.0,0.0,0,5.8,43.0,18.44,77.9,61.0,2.3,4.1,290.0,7.1,320.0,1711,1657,20200817,202008,817,2020,8,17,Monday
2020-08-18,0.15040000000000006,2.8,27.5,31.9,1543,24.0,622,7.9,0.0,0.0,0,7.9,58.5,19.81,76.3,56.0,1.6,3.6,270.0,5.4,270.0,1728,1533,20200818,202008,818,2020,8,18,Tuesday
2020-08-19,0.23400000000000012,3.0,27.1,31.4,1548,23.6,514,7.8,0.0,0.0,0,9.4,69.6,22.54,76.8,61.0,2.0,4.4,290.0,7.6,290.0,1446,1427,20200819,202008,819,2020,8,19,Wednesday
2020-08-20,0.17159999999999997,3.0,27.7,31.7,1310,25.0,301,6.7,0.0,0.0,0,3.1,23.1,15.16,76.0,58.0,1.7,4.2,270.0,7.1,290.0,1913,1620,20200820,202008,820,2020,8,20,Thursday
2020-08-21,-0.03480000000000001,2.0,26.6,29.2,1630,25.2,543,4.0,2.5,2.1,1159,0.8,6.0,8.74,83.1,75.0,1.6,3.5,290.0,7.4,290.0,943,947,20200821,202008,821,2020,8,21,Friday
2020-08-22,0.33719999999999994,3.12,24.3,27.6,1207,21.7,2342,5.9,42.6,23.0,1211,0.6,4.5,7.56,87.4,78.0,2.1,5.5,340.0,8.4,90.0,1259,1259,20200822,202008,822,2020,8,22,Saturday
2020-08-23,0.05440000000000003,2.0,25.3,29.9,1555,21.5,45,8.4,0.0,0.0,0,6.8,51.1,18.72,78.4,59.0,1.9,3.9,250.0,6.2,250.0,1549,1552,20200823,202008,823,2020,8,23,Sunday
2020-08-25,-0.44120000000000004,1.0,29.9,34.5,1452,26.0,618,8.5,0.0,0.0,0,7.6,57.6,21.21,69.5,49.0,2.1,4.6,320.0,7.6,180.0,1456,1722,20200825,202008,825,2020,8,25,Tuesday
2020-08-26,-1.2292000000000003,1.0,30.2,34.5,1553,27.0,552,7.5,0.6,0.6,2225,7.5,56.8,19.68,68.3,53.0,3.4,6.5,70.0,13.9,70.0,2344,2352,20200826,202008,826,2020,8,26,Wednesday
2020-08-27,-1.3579999999999999,1.0,27.1,28.6,1611,25.6,736,3.0,8.7,4.2,632,0.5,3.8,5.5,84.6,70.0,3.6,7.0,110.0,15.6,140.0,535,510,20200827,202008,827,2020,8,27,Thursday
2020-08-28,-1.2016,1.0,27.3,29.7,1228,26.0,551,3.7,13.6,6.7,523,2.0,15.3,10.18,89.1,77.0,1.6,4.4,250.0,7.4,230.0,1418,1433,20200828,202008,828,2020,8,28,Friday
2020-08-29,-1.0759999999999996,1.0,26.8,29.0,1612,25.5,558,3.5,13.6,6.5,1052,1.7,13.0,8.7,90.1,77.0,1.3,4.0,160.0,7.4,160.0,1057,1100,20200829,202008,829,2020,8,29,Saturday
2020-08-30,-1.1504,1.0,26.8,30.6,1423,24.4,2348,6.2,42.5,32.5,144,2.4,18.3,12.89,88.8,74.0,2.1,4.8,50.0,8.1,50.0,2311,2253,20200830,202008,830,2020,8,30,Sunday
2020-08-31,-0.42,1.04,26.4,30.0,1610,23.8,107,6.2,0.0,0.0,0,1.9,14.6,12.25,77.9,67.0,2.8,4.3,50.0,8.2,110.0,1427,24,20200831,202008,831,2020,8,31,Monday
2020-09-01,-0.3772,1.04,26.6,29.5,1459,23.8,630,5.7,0.0,0.0,0,1.0,7.7,11.35,72.4,62.0,1.9,3.6,90.0,7.5,110.0,9,9,20200901,202009,901,2020,9,1,Tuesday
2020-09-02,-0.5363999999999999,1.0,24.3,26.4,2,22.6,2346,3.8,33.3,20.0,1736,0.0,0.0,3.34,91.3,79.0,2.3,4.0,50.0,7.6,50.0,1542,1543,20200902,202009,902,2020,9,2,Wednesday
2020-09-03,-0.91,1.0,22.7,25.6,1420,20.0,741,5.6,29.8,5.1,220,2.8,21.7,13.51,82.0,63.0,4.8,9.8,270.0,21.5,290.0,829,722,20200903,202009,903,2020,9,3,Thursday
2020-09-04,0.486,4.0,23.3,27.5,1541,19.9,325,7.6,0.0,0.0,0,10.1,78.3,21.21,63.9,39.0,2.7,5.6,200.0,9.7,180.0,358,405,20200904,202009,904,2020,9,4,Friday
2020-09-05,0.414,4.0,23.3,27.3,1529,19.2,615,8.1,0.0,0.0,0,3.3,25.8,14.49,66.6,53.0,2.0,3.5,110.0,5.8,110.0,1756,1838,20200905,202009,905,2020,9,5,Saturday
2020-09-06,-0.020000000000000004,2.0,21.7,24.4,1449,19.5,2252,4.9,6.4,4.1,2240,0.0,0.0,7.13,80.0,62.0,2.7,4.8,50.0,9.7,70.0,1952,1957,20200906,202009,906,2020,9,6,Sunday
2020-09-07,-1.0300000000000002,1.0,19.2,20.6,2352,17.5,751,3.1,61.0,8.4,1933,0.0,0.0,3.37,93.5,84.0,4.2,7.9,320.0,15.3,20.0,1109,1059,20200907,202009,907,2020,9,7,Monday
2020-09-08,0.4016000000000001,4.0,23.4,26.5,1419,20.6,1,5.9,0.0,0.0,0,9.5,74.8,21.87,71.5,50.0,4.2,7.0,250.0,15.4,250.0,731,734,20200908,202009,908,2020,9,8,Tuesday
2020-09-09,-0.3368,1.0,21.1,25.3,1258,19.0,1424,6.3,1.3,1.1,1331,3.1,24.4,12.29,83.4,65.0,2.1,7.6,320.0,13.1,320.0,1327,1332,20200909,202009,909,2020,9,9,Wednesday
2020-09-10,-0.0328,2.0,22.8,27.0,1537,18.8,623,8.2,3.9,3.5,431,9.0,71.4,19.17,75.8,49.0,2.0,4.2,180.0,7.3,180.0,1455,1501,20200910,202009,910,2020,9,10,Thursday
2020-09-11,0.09160000000000001,2.2,22.4,27.1,1219,19.2,2357,7.9,1.2,1.4,2330,4.5,35.7,12.87,72.6,47.0,2.8,4.9,50.0,9.7,110.0,1342,2045,20200911,202009,911,2020,9,11,Friday
2020-09-12,-0.23480000000000015,1.92,20.2,23.2,1541,18.1,232,5.1,5.7,1.8,121,0.0,0.0,7.34,83.8,74.0,2.0,3.9,50.0,8.0,70.0,229,230,20200912,202009,912,2020,9,12,Saturday
2020-09-13,0.48160000000000003,3.92,21.5,26.6,1542,16.7,618,9.9,0.0,0.0,0,9.8,78.4,20.53,70.4,52.0,1.9,3.5,320.0,6.1,340.0,1538,1507,20200913,202009,913,2020,9,13,Sunday
2020-09-14,0.4952,4.0,21.3,24.9,1236,17.6,622,7.3,0.0,0.0,0,5.7,45.6,13.86,79.3,62.0,1.8,4.3,290.0,7.4,290.0,1728,1732,20200914,202009,914,2020,9,14,Monday
2020-09-15,0.28200000000000014,3.0,23.0,27.7,1429,18.9,627,8.8,0.0,0.0,0,5.1,41.1,16.56,76.4,50.0,1.6,3.3,180.0,5.9,160.0,1346,1447,20200915,202009,915,2020,9,15,Tuesday
2020-09-16,-0.38160000000000005,1.0,22.5,24.9,1248,21.3,2327,3.6,0.3,0.2,0,0.3,2.4,6.21,79.9,70.0,1.9,3.4,200.0,6.1,180.0,1445,1451,20200916,202009,916,2020,9,16,Wednesday
2020-09-17,0.004399999999999999,2.0,21.3,23.6,1523,20.1,2333,3.5,0.0,0.0,0,0.7,5.6,9.35,70.3,47.0,2.1,3.7,290.0,6.3,320.0,1555,1603,20200917,202009,917,2020,9,17,Thursday
2020-09-18,0.4376,4.0,21.5,25.8,1444,18.1,705,7.7,0.0,0.0,0,9.8,79.7,21.24,62.0,35.0,2.8,6.0,230.0,12.4,230.0,1421,1423,20200918,202009,918,2020,9,18,Friday
2020-09-19,-0.04320000000000002,2.0,21.2,26.2,1436,17.6,2400,8.6,0.3,0.2,0,9.7,78.9,21.25,59.3,27.0,2.2,5.3,270.0,9.6,290.0,1640,1637,20200919,202009,919,2020,9,19,Saturday
2020-09-20,0.4976,4.0,19.7,24.9,1510,15.6,630,9.3,0.0,0.0,0,11.4,93.4,22.19,57.6,33.0,2.0,4.9,270.0,8.2,290.0,1440,1442,20200920,202009,920,2020,9,20,Sunday
2020-09-21,0.556,4.0,19.1,25.3,1449,13.6,609,11.7,0.0,0.0,0,9.6,78.7,19.54,56.1,33.0,1.7,2.9,160.0,5.3,160.0,1238,1239,20200921,202009,921,2020,9,21,Monday
2020-09-22,0.5736,4.0,20.2,25.6,1454,15.5,618,10.1,0.0,0.0,0,10.7,87.7,21.71,55.3,35.0,2.8,4.6,50.0,9.2,110.0,2102,2138,20200922,202009,922,2020,9,22,Tuesday
2020-09-23,0.2220000000000001,3.0,19.2,23.8,1359,15.2,521,8.6,0.0,0.0,0,7.2,59.5,16.99,59.9,50.0,3.3,5.3,50.0,9.5,50.0,1707,1344,20200923,202009,923,2020,9,23,Wednesday
2020-09-24,0.14519999999999994,3.0,20.6,25.4,1340,16.8,606,8.6,0.0,0.0,0,8.0,66.1,18.54,59.6,49.0,3.7,5.7,50.0,10.8,20.0,1223,1236,20200924,202009,924,2020,9,24,Thursday
2020-09-25,0.2651999999999999,3.0,20.1,25.4,1433,16.6,426,8.8,0.0,0.0,0,3.5,28.9,13.39,64.1,49.0,2.5,4.9,50.0,8.4,50.0,1553,1518,20200925,202009,925,2020,9,25,Friday
2020-09-26,0.25400000000000006,3.0,19.3,24.8,1458,14.8,537,10.0,0.0,0.0,0,8.0,66.7,15.92,62.5,45.0,2.4,6.2,50.0,10.5,20.0,1617,1619,20200926,202009,926,2020,9,26,Saturday
2020-09-27,0.5288,4.0,20.4,25.8,1340,14.9,640,10.9,0.0,0.0,0,9.8,81.7,18.7,63.3,43.0,2.0,3.9,320.0,5.6,320.0,1804,1808,20200927,202009,927,2020,9,27,Sunday
2020-09-28,0.58,4.0,20.7,26.5,1451,15.7,528,10.8,0.0,0.0,0,10.5,88.2,19.29,66.0,40.0,2.0,3.6,270.0,6.1,250.0,1454,1704,20200928,202009,928,2020,9,28,Monday
2020-09-29,0.4984,4.0,19.6,23.9,1623,15.3,626,8.6,0.0,0.0,0,6.3,52.9,14.84,67.6,43.0,1.9,4.3,290.0,6.8,250.0,1148,1216,20200929,202009,929,2020,9,29,Tuesday
2020-09-30,0.0015999999999999892,2.56,19.6,25.7,1358,16.2,647,9.5,38.3,34.0,1824,4.9,41.5,14.0,78.0,48.0,1.7,4.1,250.0,6.0,250.0,1849,1848,20200930,202009,930,2020,9,30,Wednesday
2020-10-01,0.2836000000000001,3.0,18.8,23.6,1445,15.6,620,8.0,0.0,0.0,0,2.5,21.2,10.89,74.9,58.0,2.1,4.7,230.0,8.7,200.0,1714,1705,20201001,202010,1001,2020,10,1,Thursday
2020-10-02,0.30159999999999987,3.0,19.2,21.9,1130,16.3,353,5.6,0.0,0.0,0,1.9,16.1,6.34,79.6,63.0,2.3,5.2,180.0,9.7,180.0,1030,1034,20201002,202010,1002,2020,10,2,Friday
2020-10-03,-0.03800000000000001,2.0,19.9,23.2,1230,18.3,2338,4.9,0.0,0.0,0,1.8,15.4,9.79,72.5,46.0,1.6,3.6,270.0,5.6,270.0,1518,1522,20201003,202010,1003,2020,10,3,Saturday
2020-10-04,-0.3355999999999998,1.0,16.6,21.8,1330,10.6,2350,11.2,0.0,0.0,0,4.3,36.8,12.36,65.1,42.0,2.8,7.2,320.0,13.7,320.0,1802,1803,20201004,202010,1004,2020,10,4,Sunday
2020-10-05,0.11520000000000005,2.48,13.3,18.4,1555,8.5,537,9.9,0.0,0.0,0,10.5,90.5,19.44,57.3,40.0,2.5,5.1,290.0,10.0,320.0,1524,1352,20201005,202010,1005,2020,10,5,Monday
2020-10-06,0.18800000000000006,3.0,14.2,19.7,1529,9.3,627,10.4,0.0,0.0,0,10.8,93.1,19.81,55.9,34.0,2.0,4.1,290.0,7.8,250.0,1124,1114,20201006,202010,1006,2020,10,6,Tuesday
2020-10-07,0.13320000000000004,2.96,16.0,22.0,1558,9.9,705,12.1,0.0,0.0,0,8.9,76.7,16.99,48.9,24.0,1.9,3.4,50.0,7.1,160.0,1350,1359,20201007,202010,1007,2020,10,7,Wednesday
2020-10-08,0.38160000000000005,4.0,17.2,23.1,1511,12.1,621,11.0,0.0,0.0,0,10.8,93.9,19.27,53.0,35.0,3.1,5.4,50.0,9.7,50.0,1723,1729,20201008,202010,1008,2020,10,8,Thursday
2020-10-09,0.13959999999999995,3.0,17.2,23.3,1508,12.4,527,10.9,0.0,0.0,0,10.6,92.2,18.55,53.4,42.0,3.0,5.2,50.0,9.5,110.0,1240,1518,20201009,202010,1009,2020,10,9,Friday
2020-10-10,0.2999999999999999,3.0,16.9,21.5,1344,12.3,543,9.2,0.0,0.0,0,7.6,66.7,15.28,60.1,41.0,2.0,3.8,20.0,6.8,110.0,920,1116,20201010,202010,1010,2020,10,10,Saturday
2020-10-11,0.3624,3.56,16.9,20.8,1155,12.7,634,8.1,0.0,0.0,0,4.9,43.0,11.45,68.5,52.0,1.8,4.1,50.0,6.6,50.0,238,244,20201011,202010,1011,2020,10,11,Sunday
2020-10-12,0.02800000000000001,2.0,16.2,21.3,1411,12.1,2356,9.2,0.0,0.0,0,7.5,65.8,13.59,68.6,48.0,2.2,4.6,250.0,7.5,200.0,1523,1544,20201012,202010,1012,2020,10,12,Monday
2020-10-13,0.19320000000000004,3.0,13.6,18.4,1459,8.6,627,9.8,0.0,0.0,0,7.1,62.8,14.16,52.3,30.0,2.2,4.7,270.0,8.0,320.0,1315,1319,20201013,202010,1013,2020,10,13,Tuesday
2020-10-14,-0.14600000000000005,2.0,12.8,18.0,1327,8.5,2400,9.5,0.0,0.0,0,5.8,51.3,12.19,47.0,20.0,2.4,5.8,270.0,9.4,250.0,1413,1500,20201014,202010,1014,2020,10,14,Wednesday
2020-10-15,0.15400000000000008,2.96,11.7,18.5,1433,6.5,644,12.0,0.0,0.0,0,7.2,63.7,14.48,41.8,27.0,1.5,3.7,270.0,5.5,290.0,39,47,20201015,202010,1015,2020,10,15,Thursday
2020-10-16,-0.06560000000000002,2.0,11.8,15.4,1425,8.6,615,6.8,0.0,0.0,0,0.0,0.0,5.28,64.3,48.0,1.5,2.5,50.0,3.9,290.0,1328,754,20201016,202010,1016,2020,10,16,Friday
2020-10-17,0.20160000000000008,3.0,13.1,18.6,1508,8.7,702,9.9,0.0,0.0,0,10.1,90.2,17.65,64.3,26.0,1.8,4.3,270.0,7.2,250.0,1528,1353,20201017,202010,1017,2020,10,17,Saturday
2020-10-18,0.31679999999999997,3.12,13.6,20.2,1352,7.2,630,13.0,0.0,0.0,0,9.7,87.4,15.96,65.5,40.0,2.0,3.9,290.0,7.1,270.0,1507,1529,20201018,202010,1018,2020,10,18,Sunday
2020-10-19,0.4104,4.0,15.1,21.3,1440,9.8,700,11.5,0.0,0.0,0,9.8,88.3,15.27,74.4,38.0,1.7,3.4,250.0,6.0,250.0,1522,1655,20201019,202010,1019,2020,10,19,Monday
2020-10-20,0.4192,4.0,15.2,21.7,1413,9.9,647,11.8,0.0,0.0,0,10.0,90.1,15.67,67.1,38.0,1.6,3.1,250.0,4.9,290.0,1434,1438,20201020,202010,1020,2020,10,20,Tuesday
2020-10-21,-0.03480000000000001,2.0,14.1,17.3,1529,11.8,301,5.5,0.0,0.0,0,0.1,0.9,4.72,69.4,58.0,1.9,3.8,160.0,6.2,180.0,1504,1511,20201021,202010,1021,2020,10,21,Wednesday
2020-10-22,0.04800000000000002,2.0,13.5,18.2,1451,8.4,2344,9.8,0.0,0.0,0,5.4,49.1,11.01,66.0,40.0,2.8,5.7,320.0,10.4,340.0,2020,2028,20201022,202010,1022,2020,10,22,Thursday
2020-10-23,-0.06040000000000004,2.0,8.6,13.3,1515,5.4,713,7.9,0.0,0.0,0,9.9,90.8,17.01,51.5,34.0,3.0,5.5,290.0,10.0,270.0,1337,1321,20201023,202010,1023,2020,10,23,Friday
2020-10-24,-0.014800000000000006,2.0,8.7,14.0,1538,3.2,705,10.8,0.0,0.0,0,9.9,90.8,16.65,47.6,27.0,2.5,5.9,290.0,11.0,290.0,1242,1212,20201024,202010,1024,2020,10,24,Saturday
2020-10-25,0.07200000000000002,2.2,11.8,18.2,1345,5.4,708,12.8,0.0,0.0,0,8.8,80.7,13.83,62.5,29.0,1.7,3.8,250.0,6.3,250.0,1123,1318,20201025,202010,1025,2020,10,25,Sunday
2020-10-26,0.20959999999999998,3.0,12.9,19.0,1354,8.0,618,11.0,0.0,0.0,0,9.2,85.2,13.69,71.6,42.0,1.6,4.4,320.0,6.7,290.0,1409,1417,20201026,202010,1026,2020,10,26,Monday
2020-10-27,0.3256,3.12,14.0,19.4,1431,9.0,653,10.4,0.0,0.0,0,8.3,76.9,12.23,74.1,39.0,1.8,3.4,320.0,5.7,290.0,1411,1516,20201027,202010,1027,2020,10,27,Tuesday
2020-10-28,0.04600000000000002,2.0,13.8,18.2,1442,8.6,2359,9.6,0.0,0.0,0,9.2,85.2,15.27,52.1,23.0,2.5,4.8,270.0,9.1,320.0,1449,1507,20201028,202010,1028,2020,10,28,Wednesday
2020-10-29,0.0092,2.0,10.8,16.1,1328,5.5,703,10.6,0.0,0.0,0,9.0,84.1,13.77,40.3,24.0,2.0,4.5,320.0,7.2,340.0,112,104,20201029,202010,1029,2020,10,29,Thursday
2020-10-30,0.2016000000000001,3.0,11.9,19.6,1512,5.8,731,13.8,0.0,0.0,0,9.7,90.7,14.62,42.9,22.0,1.5,3.2,90.0,5.6,110.0,1053,1101,20201030,202010,1030,2020,10,30,Friday
2020-10-31,-0.17039999999999997,1.6,13.6,18.2,1431,8.5,649,9.7,0.0,0.0,0,5.8,54.2,11.03,60.3,51.0,2.6,5.0,230.0,10.2,200.0,1408,1414,20201031,202010,1031,2020,10,31,Saturday
2020-11-01,-0.6520000000000001,1.0,13.7,15.0,1,11.6,2359,3.4,13.6,0.0,0,0.0,0.0,1.61,84.3,56.0,2.3,4.5,200.0,10.8,160.0,909,808,20201101,202011,1101,2020,11,1,Sunday
2020-11-02,0.0972,2.44,10.8,15.6,1432,7.9,701,7.7,1.7,0.0,0,9.6,90.6,14.6,58.3,24.0,2.3,4.9,250.0,8.7,290.0,1452,1455,20201102,202011,1102,2020,11,2,Monday
2020-11-03,-0.1232,2.0,5.1,8.6,1,2.7,623,5.9,0.5,0.0,0,9.2,86.8,15.22,47.5,33.0,3.5,8.4,290.0,15.6,290.0,1155,1156,20201103,202011,1103,2020,11,3,Tuesday
2020-11-04,0.03480000000000001,2.0,4.9,10.8,1602,0.2,714,10.6,0.0,0.0,0,9.6,91.4,15.36,43.9,20.0,2.3,4.2,290.0,7.4,250.0,27,1045,20201104,202011,1104,2020,11,4,Wednesday
2020-11-05,-0.0268,2.0,9.6,15.9,1541,3.4,657,12.5,0.0,0.0,0,8.4,80.0,12.77,61.5,41.0,1.8,3.0,180.0,4.5,50.0,757,1415,20201105,202011,1105,2020,11,5,Thursday
2020-11-06,-0.3035999999999999,1.0,13.5,17.2,1445,9.9,657,7.3,0.0,0.0,0,0.3,2.9,5.65,63.3,49.0,1.7,3.3,200.0,5.3,180.0,1501,1525,20201106,202011,1106,2020,11,6,Friday
2020-11-07,0.14240000000000008,3.0,14.6,18.1,1433,12.2,2312,5.9,0.1,0.0,0,7.0,67.3,11.01,68.8,38.0,2.7,4.9,270.0,10.1,250.0,1539,1539,20201107,202011,1107,2020,11,7,Saturday
2020-11-08,-0.054000000000000006,2.0,8.5,12.4,26,3.1,2359,9.3,0.0,0.0,0,9.5,91.3,14.66,43.8,18.0,3.1,6.2,320.0,12.0,340.0,1948,1950,20201108,202011,1108,2020,11,8,Sunday
2020-11-09,-0.0964,2.0,5.5,8.9,1258,0.7,708,8.2,0.0,0.0,0,6.0,58.3,10.48,40.9,23.0,1.8,4.0,290.0,6.9,290.0,1050,1046,20201109,202011,1109,2020,11,9,Monday
2020-11-10,0.06520000000000004,2.24,7.7,12.9,1505,3.5,649,9.4,0.0,0.0,0,9.6,93.2,13.61,56.1,34.0,2.2,5.0,290.0,8.0,250.0,1550,1231,20201110,202011,1110,2020,11,10,Tuesday
2020-11-11,0.114,3.0,9.3,16.5,1448,3.5,718,13.0,0.0,0.0,0,9.6,93.2,12.96,53.5,31.0,1.6,2.6,180.0,4.1,180.0,1452,1458,20201111,202011,1111,2020,11,11,Wednesday
2020-11-12,0.1204,2.56,10.4,17.7,1331,4.6,704,13.1,0.0,0.0,0,9.4,91.3,12.27,56.9,30.0,1.7,3.4,200.0,6.2,180.0,1348,1353,20201112,202011,1112,2020,11,12,Thursday
2020-11-13,-0.05600000000000002,2.0,12.2,17.6,1444,8.5,613,9.1,0.0,0.0,0,5.5,53.9,8.92,71.5,44.0,1.6,3.0,250.0,4.9,200.0,1418,1421,20201113,202011,1113,2020,11,13,Friday
2020-11-14,0.15120000000000006,3.0,12.5,19.3,1459,6.8,725,12.5,0.0,0.0,0,8.0,78.4,11.58,66.9,38.0,1.7,4.0,110.0,6.7,110.0,1227,1248,20201114,202011,1114,2020,11,14,Saturday
2020-11-15,-0.22,2.0,11.1,14.9,1519,8.2,709,6.7,0.0,0.0,0,6.8,66.7,9.52,75.0,61.0,1.7,3.7,290.0,6.2,290.0,1424,1143,20201115,202011,1115,2020,11,15,Sunday
2020-11-16,0.24040000000000014,3.0,12.4,18.3,1438,7.5,733,10.8,0.0,0.0,0,8.4,83.2,10.76,70.1,45.0,1.6,4.1,50.0,6.2,70.0,2222,2304,20201116,202011,1116,2020,11,16,Monday
2020-11-17,-0.18000000000000005,2.0,15.9,20.0,1413,11.7,429,8.3,0.1,0.0,0,1.3,12.9,5.7,67.5,52.0,2.3,4.5,50.0,6.9,50.0,126,108,20201117,202011,1117,2020,11,17,Tuesday
