예보시각,관광기후지수,관광기후지수등급,평균기온,최고기온,최고기온시각,최저기온,최저기온시각,일교차,강수량(mm),1시간최다강수량(mm),1시간최다강수량시각,일조합,일조율,일사합,평균습도(%rh),최저습도(%rh),평균풍속(m/s),최대풍속(m/s),최대풍속풍향(deg),최대순간풍속(m/s),최대순간풍속풍향(deg),최대순간풍속시각,최대풍속시각,year_month_day,year_month,month_day,year,month,date,day
2021-03-06,-0.5324,1.0,6.6,11.6,1216,3.2,2357,8.4,0.0,0.0,0,3.6,31.0,12.71,69.5,49.0,3.3,6.2,50.0,10.5,50.0,1641,1426,20210306,202103,306,2021,3,6,Saturday
2021-03-07,-0.4292,1.0,6.2,12.2,1423,2.1,659,10.1,0.0,0.0,0,9.6,82.8,18.17,62.9,37.0,2.8,5.2,50.0,7.8,50.0,101,304,20210307,202103,307,2021,3,7,Sunday
2021-03-08,0.09080000000000002,2.68,7.0,13.9,1425,1.5,706,12.4,0.0,0.0,0,10.8,92.3,19.12,60.3,32.0,1.8,4.9,250.0,7.7,230.0,1639,1645,20210308,202103,308,2021,3,8,Monday
2021-03-09,-0.3812,1.0,6.6,12.2,1433,2.1,550,10.1,0.0,0.0,0,9.4,80.3,15.57,58.5,31.0,2.2,4.6,250.0,8.2,290.0,1641,1645,20210309,202103,309,2021,3,9,Tuesday
2021-03-10,0.06520000000000001,2.2,8.8,17.1,1539,1.7,704,15.4,0.0,0.0,0,10.2,87.2,19.1,61.8,28.0,1.8,3.7,270.0,5.8,70.0,1225,1842,20210310,202103,310,2021,3,10,Wednesday
2021-03-11,-0.1400000000000001,2.0,10.2,17.1,1436,4.7,720,12.4,0.0,0.0,0,7.9,66.9,16.6,50.8,22.0,1.8,4.5,250.0,7.3,270.0,1647,1654,20210311,202103,311,2021,3,11,Thursday
2021-03-12,-0.7284,1.0,10.5,14.9,1240,7.2,2353,7.7,0.0,0.0,0,0.1,0.8,7.41,57.0,39.0,2.2,4.8,70.0,8.4,110.0,1412,1400,20210312,202103,312,2021,3,12,Friday
2021-03-13,-0.36999999999999994,1.0,9.2,14.2,1436,4.6,650,9.6,0.0,0.0,0,6.0,50.8,14.87,62.8,42.0,2.2,4.4,270.0,7.6,250.0,1632,1617,20210313,202103,313,2021,3,13,Saturday
2021-03-14,0.030000000000000016,2.0,9.1,14.7,1541,4.9,701,9.8,0.0,0.0,0,8.2,68.9,17.99,71.4,48.0,2.2,3.9,250.0,6.8,230.0,1301,1302,20210314,202103,314,2021,3,14,Sunday
2021-03-15,-0.37920000000000004,1.12,10.6,15.7,1446,5.1,602,10.6,1.7,0.0,0,2.7,22.7,12.75,68.8,40.0,2.4,5.1,230.0,9.8,250.0,2058,2106,20210315,202103,315,2021,3,15,Monday
2021-03-16,-0.024400000000000005,2.0,8.4,13.1,1438,4.9,2356,8.2,1.3,0.0,0,10.6,88.3,21.13,52.5,26.0,3.2,5.3,270.0,9.9,270.0,46,52,20210316,202103,316,2021,3,16,Tuesday
2021-03-17,0.11120000000000002,2.84,8.8,17.5,1613,1.8,628,15.7,0.0,0.0,0,10.7,89.2,20.79,44.9,21.0,1.8,4.7,250.0,6.8,250.0,1713,1714,20210317,202103,317,2021,3,17,Wednesday
2021-03-18,-0.05600000000000002,2.12,11.7,18.4,1604,5.0,540,13.4,0.0,0.0,0,8.1,66.9,16.63,50.1,33.0,1.8,4.2,250.0,6.5,270.0,1647,1655,20210318,202103,318,2021,3,18,Thursday
2021-03-19,-0.027600000000000006,2.0,15.3,20.2,1510,11.4,640,8.8,0.0,0.0,0,8.8,72.7,19.09,47.9,32.0,2.2,4.3,290.0,7.5,140.0,923,1817,20210319,202103,319,2021,3,19,Friday
2021-03-20,-0.7023999999999999,1.0,9.9,14.7,1,7.4,2346,7.3,5.1,0.0,0,0.0,0.0,2.0,74.6,44.0,2.2,4.0,140.0,9.2,140.0,725,732,20210320,202103,320,2021,3,20,Saturday
2021-03-21,-0.37520000000000003,1.0,5.8,8.6,1427,3.1,2355,5.5,0.3,0.0,0,2.9,23.8,10.42,65.9,44.0,4.0,6.8,270.0,14.8,320.0,1750,2126,20210321,202103,321,2021,3,21,Sunday
2021-03-22,-0.08840000000000002,2.0,6.2,11.1,1349,1.1,653,10.0,0.0,0.0,0,11.1,91.0,22.58,55.3,26.0,3.2,6.9,230.0,12.4,200.0,1356,1534,20210322,202103,322,2021,3,22,Monday
2021-03-23,-0.07000000000000005,2.0,9.1,16.4,1418,2.5,518,13.9,0.0,0.0,0,10.3,83.7,20.89,63.5,35.0,2.5,5.7,200.0,12.1,270.0,1659,1437,20210323,202103,323,2021,3,23,Tuesday
2021-03-24,0.017200000000000007,2.0,10.8,16.9,1513,5.7,619,11.2,0.0,0.0,0,7.9,64.2,19.53,61.5,39.0,2.4,5.3,290.0,9.3,290.0,1646,1653,20210324,202103,324,2021,3,24,Wednesday
2021-03-25,0.15600000000000006,2.96,11.9,19.0,1405,6.8,2356,12.2,0.0,0.0,0,9.7,78.9,20.86,68.5,40.0,2.2,4.9,270.0,7.7,230.0,1525,1643,20210325,202103,325,2021,3,25,Thursday
2021-03-26,0.0432,2.08,12.6,20.6,1543,4.8,647,15.8,0.0,0.0,0,7.3,58.9,16.98,58.4,25.0,1.4,2.9,250.0,4.2,250.0,1,4,20210326,202103,326,2021,3,26,Friday
2021-03-27,-1.0744000000000007,1.0,12.1,15.0,1156,10.2,621,4.8,25.5,0.0,0,0.0,0.0,3.72,70.9,41.0,2.5,4.8,50.0,8.0,70.0,1558,1537,20210327,202103,327,2021,3,27,Saturday
2021-03-28,-0.7100000000000004,1.0,9.0,13.0,138,7.7,643,5.3,9.2,0.0,0,0.0,0.0,2.35,95.8,89.0,3.3,6.4,200.0,10.9,180.0,357,402,20210328,202103,328,2021,3,28,Sunday
2021-03-29,-0.08040000000000003,2.0,10.2,14.6,1342,7.3,2357,7.3,0.2,0.0,0,7.1,56.8,18.24,62.3,32.0,3.3,6.6,270.0,11.2,270.0,1538,1541,20210329,202103,329,2021,3,29,Monday
2021-03-30,0.1748,3.0,10.8,18.2,1548,4.1,623,14.1,0.0,0.0,0,11.1,88.8,24.53,47.3,21.0,2.2,5.1,250.0,8.1,290.0,1917,1827,20210330,202103,330,2021,3,30,Tuesday
2021-03-31,0.3232,3.12,14.5,22.9,1535,5.9,631,17.0,0.0,0.0,0,11.4,90.5,23.29,41.0,19.0,1.8,3.6,290.0,6.0,270.0,2126,2124,20210331,202103,331,2021,3,31,Wednesday
2021-04-01,0.22,3.0,17.7,24.0,1614,12.0,651,12.0,0.0,0.0,0,10.0,79.4,20.91,33.0,18.0,3.5,6.7,50.0,12.4,50.0,2159,2153,20210401,202104,401,2021,4,1,Thursday
2021-04-02,-0.11360000000000006,2.0,17.8,23.0,1506,12.5,408,10.5,0.0,0.0,0,3.4,26.8,15.37,35.6,25.0,3.2,6.4,50.0,10.9,50.0,12,13,20210402,202104,402,2021,4,2,Friday
2021-04-03,-0.9236,1.0,14.9,18.0,1,10.9,2353,7.1,56.2,11.5,1110,0.0,0.0,1.98,80.8,40.0,3.1,6.3,50.0,10.3,50.0,2159,2037,20210403,202104,403,2021,4,3,Saturday
2021-04-04,-0.36959999999999993,1.0,11.9,15.8,1337,9.0,2400,6.8,0.6,0.4,402,1.5,11.8,12.91,65.8,47.0,3.2,5.2,50.0,9.7,50.0,107,112,20210404,202104,404,2021,4,4,Sunday
2021-04-05,0.19800000000000006,3.0,11.9,19.3,1614,5.4,629,13.9,0.0,0.0,0,12.0,93.8,25.81,47.9,19.0,2.4,5.3,270.0,9.0,270.0,1655,1704,20210405,202104,405,2021,4,5,Monday
2021-04-06,-0.1052,2.0,13.9,19.2,1343,9.4,510,9.8,0.0,0.0,0,10.6,82.8,23.34,50.9,29.0,2.5,5.4,250.0,9.5,200.0,1445,1653,20210406,202104,406,2021,4,6,Tuesday
2021-04-07,0.10240000000000006,2.56,14.1,20.4,1335,8.1,607,12.3,0.0,0.0,0,11.9,92.2,24.49,47.5,24.0,2.5,6.2,270.0,11.1,250.0,1513,1623,20210407,202104,407,2021,4,7,Wednesday
2021-04-08,0.08040000000000003,2.04,13.0,18.0,1516,7.2,616,10.8,0.0,0.0,0,12.1,93.8,25.85,34.0,22.0,2.7,5.8,290.0,10.6,320.0,1801,1611,20210408,202104,408,2021,4,8,Thursday
2021-04-09,0.14640000000000009,3.0,13.6,19.6,1558,7.6,416,12.0,0.0,0.0,0,11.9,92.2,25.3,39.3,25.0,2.7,5.8,50.0,10.0,20.0,849,848,20210409,202104,409,2021,4,9,Friday
2021-04-10,0.13800000000000007,2.96,12.6,18.8,1459,7.7,607,11.1,0.0,0.0,0,11.5,88.5,23.77,50.0,28.0,2.6,4.7,270.0,8.0,250.0,1522,1531,20210410,202104,410,2021,4,10,Saturday
2021-04-11,0.30720000000000014,3.08,15.0,21.8,1610,7.5,639,14.3,0.0,0.0,0,10.6,81.5,22.57,45.4,24.0,1.7,3.9,250.0,6.4,270.0,1736,1713,20210411,202104,411,2021,4,11,Sunday
2021-04-12,-0.7943999999999999,1.0,13.8,17.8,1132,11.9,1703,5.9,22.0,5.4,1831,0.0,0.0,5.39,70.4,36.0,2.4,4.8,140.0,9.7,110.0,1317,1400,20210412,202104,412,2021,4,12,Monday
2021-04-13,-0.19520000000000004,1.64,10.4,13.5,1343,5.7,2355,7.8,8.0,3.0,-2351,2.9,22.1,14.95,74.0,53.0,3.7,5.7,250.0,10.2,270.0,1721,1354,20210413,202104,413,2021,4,13,Tuesday
2021-04-14,-0.010000000000000002,2.0,8.4,13.3,1224,3.1,544,10.2,0.0,0.0,0,12.4,94.7,27.31,58.5,30.0,2.9,6.9,270.0,11.2,320.0,1342,1345,20210414,202104,414,2021,4,14,Wednesday
2021-04-15,0.03880000000000001,2.04,11.6,18.3,1454,6.3,313,12.0,0.0,0.0,0,11.1,84.1,24.78,62.3,31.0,2.1,4.7,270.0,8.5,290.0,1639,1654,20210415,202104,415,2021,4,15,Thursday
2021-04-16,-0.5303999999999998,1.0,11.3,14.8,1602,8.1,2400,6.7,0.7,0.7,1057,3.7,28.0,8.59,60.0,35.0,2.6,5.7,200.0,10.9,180.0,1719,1003,20210416,202104,416,2021,4,16,Friday
2021-04-17,-0.6135999999999999,1.0,9.6,14.6,1527,6.0,611,8.6,0.0,0.0,0,3.5,26.5,13.62,56.6,33.0,2.6,7.1,290.0,12.5,180.0,1242,1602,20210417,202104,417,2021,4,17,Saturday
2021-04-18,0.030400000000000017,2.0,9.9,15.3,1602,5.6,607,9.7,0.0,0.0,0,11.9,89.5,26.94,64.3,39.0,3.2,5.7,250.0,10.9,320.0,1355,1336,20210418,202104,418,2021,4,18,Sunday
2021-04-19,0.1408,2.92,12.2,19.4,1440,5.8,542,13.6,0.0,0.0,0,12.1,91.0,26.18,65.3,44.0,2.4,4.9,200.0,8.8,180.0,1335,1642,20210419,202104,419,2021,4,19,Monday
2021-04-20,0.2760000000000002,3.0,14.8,22.0,1552,8.1,614,13.9,0.0,0.0,0,11.0,82.1,24.8,55.1,27.0,1.9,4.5,270.0,7.3,290.0,1811,1711,20210420,202104,420,2021,4,20,Tuesday
2021-04-21,0.5784,4.0,19.1,28.2,1601,10.3,601,17.9,0.0,0.0,0,11.1,82.8,25.12,43.1,21.0,1.8,4.3,250.0,7.0,250.0,2055,2102,20210421,202104,421,2021,4,21,Wednesday
2021-04-22,0.10000000000000003,2.0,20.9,27.5,1356,16.1,251,11.4,0.0,0.0,0,2.6,19.4,15.7,37.9,22.0,2.5,5.0,50.0,10.0,320.0,2218,942,20210422,202104,422,2021,4,22,Thursday
2021-04-23,-0.2348,1.52,19.0,21.7,1350,17.0,703,4.7,0.0,0.0,0,0.3,2.2,8.36,41.4,29.0,3.2,6.9,50.0,11.3,50.0,1045,1412,20210423,202104,423,2021,4,23,Friday
2021-04-24,0.016800000000000002,2.0,18.3,22.2,1540,15.3,637,6.9,0.0,0.0,0,1.6,11.9,13.65,43.0,23.0,2.7,5.2,340.0,8.2,50.0,259,1431,20210424,202104,424,2021,4,24,Saturday
2021-04-25,0.3936000000000001,4.0,18.2,24.0,1645,12.6,500,11.4,0.0,0.0,0,11.5,84.6,27.12,50.0,31.0,2.7,5.6,50.0,11.3,70.0,735,748,20210425,202104,425,2021,4,25,Sunday
2021-04-26,0.01760000000000001,2.12,16.2,20.6,1408,12.3,614,8.3,0.0,0.0,0,9.2,67.6,21.57,51.8,27.0,2.6,4.6,290.0,8.5,200.0,1310,1651,20210426,202104,426,2021,4,26,Monday
2021-04-27,-0.2192000000000001,2.0,15.4,20.0,1427,12.5,430,7.5,1.7,5.8,2331,0.5,3.7,10.37,62.4,38.0,2.3,5.0,230.0,9.0,200.0,2304,1835,20210427,202104,427,2021,4,27,Tuesday
2021-04-28,0.08840000000000002,2.48,14.5,18.2,1419,11.2,602,7.0,4.7,4.7,1,2.2,16.2,16.09,64.1,35.0,2.4,4.8,230.0,9.7,180.0,49,57,20210428,202104,428,2021,4,28,Wednesday
2021-04-29,0.06440000000000003,2.08,14.6,20.1,1609,10.9,538,9.2,3.9,4.3,2313,4.4,32.1,15.99,54.1,30.0,2.3,6.4,200.0,11.0,180.0,2232,2235,20210429,202104,429,2021,4,29,Thursday
2021-04-30,-0.32040000000000013,1.0,11.3,14.6,1227,8.6,414,6.0,26.3,8.9,245,1.1,8.0,9.45,81.8,63.0,2.4,5.2,200.0,8.5,160.0,1445,1449,20210430,202104,430,2021,4,30,Friday
2021-05-01,-0.6932000000000004,1.0,10.2,15.3,1256,8.5,2326,6.8,8.0,5.3,1419,1.2,8.7,11.89,80.8,47.0,2.7,6.3,320.0,10.3,290.0,1418,1425,20210501,202105,501,2021,5,1,Saturday
2021-05-02,0.1324,2.96,12.4,18.7,1436,7.3,602,11.4,1.7,1.2,24,10.8,78.3,27.71,67.9,41.0,3.1,5.3,270.0,9.3,290.0,1720,1740,20210502,202105,502,2021,5,2,Sunday
2021-05-03,0.22559999999999994,3.0,14.1,20.3,1520,8.4,555,11.9,0.0,0.0,0,11.6,84.1,27.7,56.4,27.0,2.1,4.9,200.0,8.6,270.0,1559,1348,20210503,202105,503,2021,5,3,Monday
2021-05-04,-0.6828000000000002,1.0,13.8,15.8,1915,11.4,300,4.4,19.6,5.1,1436,0.0,0.0,3.68,82.6,53.0,2.1,4.8,290.0,9.3,290.0,2346,2149,20210504,202105,504,2021,5,4,Tuesday
2021-05-05,0.029600000000000008,2.0,13.9,18.4,1509,10.3,620,8.1,0.1,0.4,-2331,11.5,82.7,28.34,64.4,29.0,3.5,6.7,250.0,13.1,270.0,1417,1544,20210505,202105,505,2021,5,5,Wednesday
2021-05-06,0.2519999999999999,2.84,15.7,23.1,1420,7.9,538,15.2,0.0,0.0,0,10.6,76.3,23.81,46.4,27.0,2.4,6.5,230.0,11.8,230.0,1612,1620,20210506,202105,506,2021,5,6,Thursday
2021-05-07,-0.5959999999999999,1.0,14.4,17.2,1505,10.7,2357,6.5,8.8,8.8,915,5.9,42.4,17.12,60.3,38.0,3.4,6.7,230.0,12.6,200.0,1418,1352,20210507,202105,507,2021,5,7,Friday
2021-05-08,0.14600000000000002,3.0,14.3,21.0,1437,8.9,547,12.1,0.0,0.0,0,8.9,63.6,23.01,66.1,36.0,3.4,8.4,200.0,15.4,180.0,1600,1557,20210508,202105,508,2021,5,8,Saturday
2021-05-09,0.27839999999999987,3.0,15.7,21.8,1551,10.0,513,11.8,0.0,0.0,0,13.0,92.9,30.44,51.3,25.0,3.5,7.9,270.0,14.3,270.0,1357,1037,20210509,202105,509,2021,5,9,Sunday
2021-05-10,-0.5995999999999999,1.0,13.2,14.6,1716,11.7,230,2.9,0.0,0.0,0,0.0,0.0,4.69,67.9,59.0,1.8,4.0,200.0,6.7,200.0,507,513,20210510,202105,510,2021,5,10,Monday
2021-05-11,0.5167999999999998,4.0,18.5,25.7,1514,9.4,414,16.3,0.0,0.0,0,13.2,93.6,27.17,48.9,28.0,2.7,5.0,110.0,10.5,140.0,2150,1704,20210511,202105,511,2021,5,11,Tuesday
2021-05-12,0.384,3.6,22.0,27.7,1626,16.9,529,10.8,0.0,0.0,0,11.0,78.0,26.51,39.5,26.0,2.2,3.7,50.0,6.9,50.0,819,824,20210512,202105,512,2021,5,12,Wednesday
2021-05-13,0.5100000000000001,4.0,22.9,29.6,1459,16.6,542,13.0,0.0,0.0,0,12.8,90.8,27.3,54.4,36.0,1.9,4.2,250.0,7.2,200.0,1556,1807,20210513,202105,513,2021,5,13,Thursday
2021-05-14,0.4543999999999999,4.0,24.1,30.8,1541,18.0,558,12.8,0.0,0.0,0,10.8,76.1,24.38,60.3,35.0,1.7,4.3,250.0,7.4,250.0,1806,1811,20210514,202105,514,2021,5,14,Friday
2021-05-15,-0.16999999999999996,2.0,22.1,26.2,1204,20.8,1911,5.4,15.0,5.8,1302,0.5,3.5,9.42,79.5,56.0,1.7,3.6,110.0,6.1,110.0,1110,1048,20210515,202105,515,2021,5,15,Saturday
2021-05-16,-0.6292000000000003,1.0,18.4,20.8,1,14.8,2345,6.0,66.9,11.3,1853,0.0,0.0,3.05,97.6,94.0,2.5,4.4,180.0,8.9,50.0,1730,724,20210516,202105,516,2021,5,16,Sunday
2021-05-17,-0.42960000000000015,1.0,15.3,16.7,1815,14.2,442,2.5,3.1,1.7,1115,0.0,0.0,5.21,93.0,86.0,1.6,3.1,50.0,5.3,50.0,2,2,20210517,202105,517,2021,5,17,Monday
2021-05-18,0.5359999999999999,4.0,17.9,24.5,1611,13.6,403,10.9,0.0,0.0,0,8.4,58.7,24.12,70.5,45.0,1.7,4.5,270.0,7.3,250.0,1659,1702,20210518,202105,518,2021,5,18,Tuesday
2021-05-19,0.58,4.0,19.9,26.6,1503,12.4,557,14.2,0.0,0.0,0,13.2,92.3,29.93,52.3,31.0,1.8,4.4,250.0,7.4,250.0,1539,1525,20210519,202105,519,2021,5,19,Wednesday
2021-05-20,-0.31920000000000004,1.0,18.7,22.9,1252,15.6,2335,7.3,0.9,0.5,2219,0.0,0.0,6.8,59.8,42.0,2.5,6.2,90.0,13.0,110.0,1629,1610,20210520,202105,520,2021,5,20,Thursday
2021-05-21,-0.38360000000000005,1.0,16.0,18.2,1820,14.2,637,4.0,6.9,2.0,1401,0.9,6.3,7.35,86.5,73.0,1.7,4.2,50.0,7.1,50.0,12,49,20210521,202105,521,2021,5,21,Friday
2021-05-22,0.5071999999999998,4.0,18.6,23.8,1309,13.8,531,10.0,0.2,0.2,0,12.7,88.2,28.69,69.3,43.0,2.5,6.2,270.0,9.5,250.0,1505,1506,20210522,202105,522,2021,5,22,Saturday
2021-05-23,0.2683999999999998,3.0,19.5,25.1,1328,14.3,521,10.8,0.0,0.0,0,6.0,41.7,19.28,64.4,46.0,1.7,4.8,270.0,7.9,270.0,2024,2028,20210523,202105,523,2021,5,23,Sunday
2021-05-24,0.3424000000000001,3.52,19.4,24.5,1525,16.4,536,8.1,0.0,0.0,0,9.1,63.2,26.9,61.0,28.0,2.7,5.6,270.0,9.2,270.0,1655,1441,20210524,202105,524,2021,5,24,Monday
2021-05-25,-0.45760000000000006,1.0,15.3,19.3,1632,11.9,854,7.4,8.3,5.4,534,6.4,44.1,19.29,72.3,37.0,3.2,7.4,250.0,12.8,270.0,1450,1426,20210525,202105,525,2021,5,25,Tuesday
2021-05-26,-0.019600000000000013,2.0,18.0,23.0,1513,11.5,513,11.5,0.0,0.0,0,5.3,36.6,17.95,58.5,31.0,2.9,6.5,200.0,13.1,200.0,1451,1518,20210526,202105,526,2021,5,26,Wednesday
2021-05-27,-0.34679999999999994,1.16,15.8,18.7,1611,13.9,2301,4.8,8.9,6.5,642,0.5,3.4,5.08,83.0,52.0,2.8,5.2,230.0,9.1,180.0,1644,1205,20210527,202105,527,2021,5,27,Thursday
2021-05-28,-0.8388000000000002,1.0,15.3,19.7,1556,12.4,844,7.3,12.3,4.7,502,1.9,13.1,11.26,86.0,66.0,2.6,5.0,230.0,10.2,250.0,1748,1728,20210528,202105,528,2021,5,28,Friday
2021-05-29,-0.14680000000000007,2.0,15.4,19.1,1017,12.8,2353,6.3,0.3,0.2,0,3.9,26.9,10.45,79.8,59.0,2.2,3.7,250.0,7.3,230.0,9,49,20210529,202105,529,2021,5,29,Saturday
2021-05-30,0.4808,4.0,18.4,26.3,1603,10.8,540,15.5,18.1,11.3,2249,11.6,79.5,29.45,73.0,37.0,2.1,7.6,270.0,16.0,270.0,1923,1931,20210530,202105,530,2021,5,30,Sunday
2021-05-31,0.09840000000000003,2.0,19.9,23.8,1725,16.5,417,7.3,4.0,4.7,-2349,2.0,13.7,12.52,78.9,63.0,1.8,3.5,50.0,5.7,20.0,1619,1624,20210531,202105,531,2021,5,31,Monday
2021-06-01,-0.16000000000000003,2.0,20.2,23.9,1311,15.9,811,8.0,3.2,2.3,712,1.9,13.0,13.01,74.6,57.0,2.2,5.4,320.0,9.0,290.0,527,533,20210601,202106,601,2021,6,1,Tuesday
2021-06-02,0.41719999999999985,4.0,23.2,29.7,1531,16.6,453,13.1,0.0,0.0,0,11.9,81.5,26.82,64.4,37.0,2.1,4.5,290.0,8.2,290.0,1827,1718,20210602,202106,602,2021,6,2,Wednesday
2021-06-03,-0.4316,1.0,19.1,22.7,1143,14.6,2335,8.1,18.1,5.1,1944,0.2,1.4,5.11,80.8,59.0,1.8,7.5,320.0,14.3,340.0,2039,2041,20210603,202106,603,2021,6,3,Thursday
2021-06-04,0.43440000000000006,4.0,18.5,23.6,1530,13.3,419,10.3,0.0,0.0,0,10.9,74.7,29.01,69.4,38.0,2.9,6.0,200.0,10.4,230.0,1555,1556,20210604,202106,604,2021,6,4,Friday
2021-06-05,0.38000000000000006,4.0,20.8,25.7,1524,17.0,359,8.7,0.0,0.0,0,8.4,57.1,23.11,68.1,40.0,3.3,5.5,180.0,9.9,200.0,1805,1757,20210605,202106,605,2021,6,5,Saturday
2021-06-06,0.21119999999999997,3.04,23.0,28.2,1529,18.4,138,9.8,0.0,0.0,0,8.3,56.5,23.46,69.6,48.0,2.2,3.8,200.0,7.0,230.0,240,249,20210606,202106,606,2021,6,6,Sunday
2021-06-07,0.09440000000000003,2.0,21.1,24.0,1734,19.4,353,4.6,0.0,0.0,0,0.3,2.0,7.02,71.5,57.0,1.7,3.3,140.0,6.0,110.0,1010,1011,20210607,202106,607,2021,6,7,Monday
2021-06-08,0.05159999999999999,2.4,23.6,29.5,1539,18.8,533,10.7,0.1,0.1,0,7.1,48.3,21.25,69.6,43.0,1.7,3.6,250.0,6.6,290.0,1652,1630,20210608,202106,608,2021,6,8,Tuesday
2021-06-09,0.172,2.96,25.8,31.6,1525,19.5,453,12.1,0.0,0.0,0,9.9,67.3,24.78,59.1,36.0,1.6,3.4,50.0,5.7,90.0,1823,1824,20210609,202106,609,2021,6,9,Wednesday
2021-06-10,0.062,2.28,24.9,29.8,1441,20.5,2349,9.3,6.1,5.1,2257,1.3,8.8,14.13,68.5,43.0,2.2,5.4,200.0,9.0,200.0,1456,1500,20210610,202106,610,2021,6,10,Thursday
2021-06-11,0.09640000000000003,2.0,21.5,24.4,1628,19.9,50,4.5,4.6,2.6,219,1.8,12.2,10.08,84.5,70.0,2.8,5.7,180.0,11.4,110.0,132,505,20210611,202106,611,2021,6,11,Friday
2021-06-12,0.34600000000000003,3.72,24.2,30.2,1514,18.2,444,12.0,0.0,0.0,0,9.1,61.9,26.92,74.6,49.0,1.8,3.9,320.0,6.3,340.0,1731,1732,20210612,202106,612,2021,6,12,Saturday
2021-06-13,0.2872,3.12,24.8,29.7,1620,20.9,513,8.8,0.0,0.0,0,10.2,69.4,26.48,72.6,54.0,2.0,4.3,250.0,6.9,250.0,1500,1735,20210613,202106,613,2021,6,13,Sunday
2021-06-14,0.25480000000000014,3.04,24.8,30.2,1452,18.9,609,11.3,0.0,0.0,0,8.3,56.1,22.29,68.8,50.0,2.1,4.0,250.0,5.9,270.0,1521,2042,20210614,202106,614,2021,6,14,Monday
2021-06-15,-0.3324000000000001,1.16,22.5,25.3,1751,21.5,523,3.8,1.9,0.9,1018,1.6,10.8,7.61,79.1,68.0,2.3,3.9,50.0,7.7,50.0,2235,1701,20210615,202106,615,2021,6,15,Tuesday
2021-06-16,0.28680000000000005,3.0,24.3,28.9,1622,20.3,347,8.6,0.0,0.0,0,11.5,77.7,27.3,59.9,46.0,3.6,5.7,50.0,11.5,50.0,955,1118,20210616,202106,616,2021,6,16,Wednesday
2021-06-17,0.10960000000000004,2.16,21.9,25.0,1247,19.6,439,5.4,0.0,0.0,0,0.3,2.0,9.59,71.4,58.0,2.4,3.6,50.0,7.1,110.0,57,12,20210617,202106,617,2021,6,17,Thursday
2021-06-18,-0.16000000000000003,2.0,20.0,21.4,1711,19.0,601,2.4,6.3,1.7,553,0.0,0.0,4.5,92.1,82.0,2.5,3.8,200.0,7.2,200.0,500,1520,20210618,202106,618,2021,6,18,Friday
2021-06-19,0.46360000000000007,4.0,22.3,27.4,1553,17.5,550,9.9,0.0,0.0,0,10.5,70.9,26.47,74.0,49.0,1.8,3.7,270.0,6.9,160.0,1200,1600,20210619,202106,619,2021,6,19,Saturday
2021-06-20,0.36279999999999996,3.76,22.9,29.0,1319,17.6,520,11.4,0.0,0.0,0,10.7,72.3,25.87,73.3,48.0,2.8,6.8,230.0,12.7,270.0,1408,1354,20210620,202106,620,2021,6,20,Sunday
