date,평균 기온(°C),최다 풍향(16방위),일강수량(mm),합계 일조 시간(hr),9-9강수(mm),평균 전운량(10분위),합계 소형증발량(mm),최저 해면기압 시각(hhmi),최저 기온 시각(hhmi),열지수,평균 10cm 지중온도(°C),평균 상대습도(%),최대 순간풍속 시각(hhmi),최소 상대습도(%),풍정합(100m),최고 기온 시각(hhmi),평균 20cm 지중온도(°C),합계 일사량(MJ/m2),target,tp_2_0,tp_2_1,tp_2_2,tp_2_3
201101,-7.183870967741936,229.35483870967738,1.1125,7.048387096774192,0.7416666666666667,2.7387096774193544,1.2096774193548387,1297.8387096774193,966.2903225806452,-2,-2.667741935483872,53.8290322580645,1332.3548387096773,35.12903225806452,2415.387096774193,1392.838709677419,-2.248387096774193,9.951290322580645,141183,1,0,0,0
201102,1.2214285714285713,190.35714285714286,9.7,5.9499999999999975,7.85,4.0321428571428575,1.8035714285714288,1382.5,706.7857142857142,21,0.5214285714285714,55.228571428571435,1485.357142857143,32.0,2210.25,1441.5357142857142,0.3107142857142857,10.827857142857145,230814,1,0,0,0
201112,-0.870967741935484,205.80645161290332,0.5916666666666667,6.3096774193548395,0.6454545454545455,3.9290322580645163,1.9516129032258067,1271.483870967742,1043.6451612903227,15,1.4548387096774198,50.43870967741936,1342.3225806451612,31.677419354838708,2258.6451612903224,1264.8709677419354,1.983870967741936,6.96225806451613,237330,1,0,0,0
201201,-2.7870967741935484,215.80645161290332,0.5583333333333333,6.14516129032258,0.67,3.612903225806452,2.103225806451613,1265.9354838709678,925.6451612903226,9,-1.1354838709677415,48.85806451612903,1454.0,30.548387096774192,2186.7096774193546,1351.1935483870966,-0.8258064516129029,7.564516129032258,114505,1,0,0,0
201202,-2.0448275862068965,201.72413793103448,0.13333333333333333,7.755172413793103,0.2,3.4,2.7034482758620686,1341.5517241379312,1023.9310344827586,11,-0.7620689655172413,43.17931034482758,1334.9310344827584,23.62068965517241,2468.4137931034484,1378.0344827586207,-0.7172413793103452,11.215517241379313,169684,1,0,0,0
201212,-4.119354838709678,183.2258064516129,3.1846153846153844,6.2451612903225815,3.292307692307692,3.467741935483871,1.116129032258064,1055.548387096774,1105.1935483870966,6,-0.2483870967741935,57.0290322580645,1127.967741935484,38.67741935483871,2353.451612903226,1284.741935483871,0.7903225806451615,6.784516129032258,133012,1,0,0,0
201301,-3.4322580645161285,198.06451612903226,2.21,5.409677419354837,3.266666666666667,4.261290322580645,1.5612903225806452,1152.0,929.2903225806452,8,-1.338709677419355,57.0774193548387,1317.3225806451612,38.548387096774185,2308.903225806452,1316.225806451613,-0.5451612903225808,7.023548387096772,105724,1,0,0,0
201302,-1.2392857142857143,220.35714285714286,5.700000000000001,6.685714285714284,5.327272727272726,4.717857142857142,1.7392857142857143,1192.5357142857142,1224.392857142857,14,-0.3428571428571429,53.62857142857143,1250.4642857142858,30.285714285714285,2494.428571428572,1226.75,-0.13571428571428573,10.588571428571427,140253,1,0,0,0
201312,-0.18387096774193573,180.64516129032262,1.9,5.9483870967741925,2.0583333333333336,3.983870967741935,1.3483870967741935,1006.741935483871,1166.1290322580646,17,1.6354838709677422,60.15161290322581,1346.9032258064515,39.67741935483871,2064.2580645161293,1306.0967741935485,2.454838709677419,6.5296774193548375,145544,1,0,0,0
201401,-0.6774193548387096,200.0,1.181818181818182,5.948387096774192,1.181818181818182,3.3870967741935485,1.4806451612903222,1315.7096774193546,1038.741935483871,15,-0.5645161290322582,50.07741935483869,1436.6129032258066,29.48387096774193,2095.0967741935488,1361.0967741935485,0.054838709677419335,7.2680645161290345,169707,1,0,0,0
201402,1.9285714285714288,161.53846153846158,2.3142857142857136,5.8535714285714295,2.7,4.000000000000001,1.9464285714285712,1236.142857142857,900.5714285714287,22,1.6250000000000002,51.98214285714285,1402.2142857142858,32.75,2330.142857142857,1462.6785714285709,1.9678571428571427,9.585714285714287,154435,1,0,0,0
201412,-2.919354838709677,204.5161290322581,1.11875,6.309677419354838,1.3692307692307693,3.4451612903225803,1.1225806451612903,1188.6451612903227,1050.0645161290322,9,-0.28709677419354834,56.261290322580614,1279.1290322580646,36.709677419354854,2461.2258064516127,1287.451612903226,1.0516129032258068,7.409032258064518,190501,1,0,0,0
201501,-0.9354838709677418,196.1290322580645,1.4125,6.235483870967737,2.26,3.8516129032258064,1.0903225806451613,1108.258064516129,1002.3548387096774,15,-0.6935483870967744,56.364516129032275,1333.6451612903227,37.61290322580645,2287.7096774193546,1355.258064516129,-0.11612903225806452,7.904838709677419,196594,1,0,0,0
201502,1.0428571428571425,201.07142857142856,2.8375,6.428571428571429,2.5222222222222217,4.45,1.5428571428571427,1278.0,1006.2142857142856,20,0.8928571428571427,58.94285714285714,1376.4642857142858,34.92857142857143,2477.392857142857,1186.8214285714287,1.248148148148148,9.537142857142856,264154,1,0,0,0
201512,1.5935483870967744,151.93548387096774,2.645454545454545,5.73548387096774,1.94,4.125806451612903,0.9903225806451614,1232.9354838709678,1266.3225806451612,22,2.9096774193548383,59.864516129032246,1223.225806451613,38.74193548387097,2025.774193548387,1414.967741935484,4.254838709677419,6.6564516129032265,148961,1,0,0,0
201601,-3.2000000000000006,208.70967741935485,0.16666666666666666,6.325806451612903,0.125,3.9903225806451617,1.2733333333333337,1252.3870967741937,913.6129032258065,8,-0.6354838709677421,53.04516129032256,1483.8709677419354,33.064516129032256,2138.3548387096776,1372.3548387096773,0.7322580645161291,7.952258064516128,144022,1,0,0,0
201602,0.19310344827586204,271.0344827586207,3.966666666666667,6.73103448275862,4.76,3.662068965517242,1.5655172413793106,1196.6206896551723,981.8275862068964,18,0.6379310344827587,52.05172413793103,1355.4137931034486,30.724137931034484,2374.2068965517237,1390.2068965517242,1.1862068965517245,9.945862068965516,161100,1,0,0,0
201612,1.2451612903225806,159.3548387096774,4.364285714285715,5.367741935483871,5.091666666666667,4.7,1.6129032258064513,1100.1290322580646,1107.1290322580646,21,3.267741935483872,59.15806451612904,1241.3870967741937,40.096774193548384,1924.967741935484,1273.516129032258,4.32258064516129,6.624193548387095,151317,1,0,0,0
201701,-1.829032258064516,182.25806451612902,1.1461538461538459,6.741935483870968,1.2416666666666667,3.4967741935483865,1.6838709677419357,1188.8064516129034,1168.483870967742,12,0.8193548387096773,54.60645161290322,1322.6774193548388,35.064516129032256,1985.3225806451608,1243.4193548387098,1.7129032258064518,8.261612903225808,165237,1,0,0,0
201702,-0.2464285714285713,241.07142857142856,1.85,7.5,1.85,2.8214285714285703,2.253571428571429,1241.6785714285713,1096.2857142857142,17,0.4928571428571428,53.664285714285704,1419.9642857142858,30.285714285714285,2117.428571428572,1322.1785714285713,1.0607142857142855,11.137857142857149,155014,1,0,0,0
201712,-1.9290322580645158,233.79310344827587,2.485714285714286,5.680645161290323,2.3200000000000003,3.8741935483870957,1.2300000000000002,1316.9354838709678,1138.9032258064515,12,0.8193548387096774,55.854838709677416,1339.6333333333334,33.16129032258065,1537.7586206896551,1242.9354838709678,1.9258064516129028,4.893225806451613,164611,1,0,0,0
201801,-3.977419354838709,257.741935483871,0.7727272727272727,6.43793103448276,0.85,4.2548387096774185,1.2645161290322582,1184.2903225806454,1165.1935483870966,6,-0.9387096774193548,48.03225806451611,1260.0645161290322,28.935483870967737,1618.3870967741934,1381.0,0.07096774193548391,5.482413793103452,124211,1,0,0,0
201802,-1.6464285714285718,252.14285714285717,4.933333333333334,7.192592592592592,6.0200000000000005,3.9142857142857137,2.3464285714285715,1491.9285714285709,934.5357142857144,12,-1.0285714285714287,44.9142857142857,1476.7142857142858,24.392857142857146,1879.2142857142856,1414.75,-0.6607142857142858,11.454814814814815,197756,1,0,0,0
201812,-0.6064516129032259,211.9354838709677,2.733333333333334,6.4483870967741925,1.8222222222222224,3.7709677419354826,1.8225806451612905,1186.9032258064515,1035.1612903225807,15,1.7129032258064512,45.75806451612904,1248.7096774193546,26.48387096774193,1561.1290322580646,1329.1612903225807,2.841935483870968,8.181935483870967,201767,1,0,0,0
201901,-0.8967741935483872,243.54838709677415,0.0,6.935483870967741,0.0,3.1225806451612894,2.041935483870968,1480.1290322580646,1044.6451612903227,15,-0.4032258064516128,45.58387096774193,1296.9032258064515,25.70967741935484,1572.3870967741934,1374.8709677419354,0.1193548387096774,9.201612903225808,169113,1,0,0,0
201902,0.9857142857142857,232.5,2.644444444444444,6.803571428571429,2.38,4.771428571428572,2.5392857142857146,1292.0357142857142,746.0357142857142,20,1.2821428571428568,47.31071428571428,1387.25,26.0,1600.9642857142858,1470.0,1.5285714285714287,11.427142857142856,263784,1,0,0,0
201912,1.4161290322580642,182.90322580645162,1.1894736842105265,5.296774193548388,1.2500000000000002,4.4161290322580635,1.6903225806451612,1176.258064516129,1100.548387096774,21,3.2741935483870974,57.75483870967742,1210.7096774193546,37.12903225806452,1840.1935483870968,1325.8064516129034,4.145161290322582,7.201612903225808,239734,1,0,0,0
