date,month,최고 기온(°C),최소 상대습도(%),평균 기온(°C),평균 상대습도(%),일강수량(mm),평균 풍속(m/s),합계 일조 시간(hr),최저 해면기압 시각(hhmi),평균 전운량(10분위),target,season,tp_1_0,tp_1_1,tp_1_2,tp_1_3,tp_2_0,tp_2_1,tp_2_2,tp_2_3
201101,1,-3.406451612903226,35.12903225806452,-7.183870967741936,53.8290322580645,1.1125,2.7967741935483867,7.048387096774192,1297.8387096774193,2.7387096774193544,18407,4.0,1,0,0,0,1,0,0,0
201102,2,5.864285714285715,32.0,1.2214285714285713,55.228571428571435,9.7,2.5535714285714284,5.9499999999999975,1382.5,4.0321428571428575,14387,4.0,1,0,0,0,1,0,0,0
201103,3,8.345161290322581,25.258064516129032,3.6161290322580646,51.11290322580646,2.085714285714286,3.4064516129032265,7.7483870967741915,1298.548387096774,3.3032258064516133,47554,1.0,0,1,0,0,0,1,0,0
201104,4,15.596666666666666,28.66666666666667,10.719999999999997,54.24,10.009090909090908,3.243333333333333,6.7366666666666655,1259.5333333333333,4.733333333333333,66009,1.0,0,1,0,0,0,1,0,0
201105,5,22.98387096774193,32.16129032258065,17.925806451612907,56.41612903225806,4.107692307692306,2.832258064516129,5.819354838709677,1458.6129032258066,5.641935483870969,72267,1.0,0,0,1,0,0,0,1,0
201106,6,26.576666666666664,46.23333333333333,21.97666666666667,66.56,20.225,2.923333333333334,5.6933333333333325,1273.8666666666666,6.126666666666666,65633,2.0,0,0,1,0,0,0,1,0
201107,7,27.996774193548394,62.41935483870968,24.638709677419357,78.78709677419354,49.17391304347826,2.419354838709677,2.593548387096774,1307.9354838709678,7.987096774193549,22029,2.0,0,0,0,1,0,0,0,1
201108,8,29.451612903225808,56.29032258064516,25.77419354838709,74.33548387096774,8.34,2.52258064516129,3.032258064516129,1301.7096774193546,7.458064516129035,90282,2.0,0,0,0,1,0,0,0,1
201109,9,26.57333333333333,37.3,21.75,58.23666666666666,3.2,2.4400000000000004,6.013333333333334,1158.8,4.466666666666667,30466,3.0,0,0,1,0,0,0,1,0
201110,10,19.348387096774193,31.064516129032263,14.222580645161296,54.503225806451596,5.333333333333333,2.1129032258064515,7.176666666666668,1282.1935483870966,3.8064516129032255,56041,3.0,0,1,0,0,0,0,1,0
201111,11,14.693333333333335,41.96666666666667,10.68666666666667,60.37666666666666,3.746666666666667,2.7200000000000006,4.316666666666666,1238.7333333333333,6.043333333333335,39012,3.0,0,1,0,0,0,1,0,0
201112,12,2.851612903225808,31.677419354838708,-0.870967741935484,50.43870967741936,0.5916666666666667,2.6161290322580637,6.3096774193548395,1271.483870967742,3.9290322580645163,32412,4.0,1,0,0,0,1,0,0,0
201201,1,1.338709677419355,30.548387096774192,-2.7870967741935484,48.85806451612903,0.5583333333333333,2.532258064516128,6.14516129032258,1265.9354838709678,3.612903225806452,17410,4.0,1,0,0,0,1,0,0,0
201202,2,2.96896551724138,23.62068965517241,-2.0448275862068965,43.17931034482758,0.13333333333333333,2.86551724137931,7.755172413793103,1341.5517241379312,3.4,52249,4.0,1,0,0,0,1,0,0,0
201203,3,9.52258064516129,28.41935483870968,5.090322580645162,51.84516129032257,3.3857142857142857,3.52258064516129,6.187096774193549,1204.3225806451612,5.193548387096775,20586,1.0,0,1,0,0,0,1,0,0
201204,4,17.886666666666674,30.13333333333333,12.34,54.10333333333333,17.444444444444443,3.423333333333334,7.083333333333334,1352.5333333333333,4.6,53840,1.0,0,1,0,0,0,1,0,0
201205,5,25.1483870967742,26.838709677419356,19.73225806451613,48.23225806451613,0.82,2.6516129032258067,8.106451612903228,1382.516129032258,4.303225806451614,127886,1.0,0,0,1,0,0,0,1,0
201206,6,29.71666666666666,33.0,24.139999999999993,54.08666666666666,15.316666666666668,2.8,7.733333333333332,1462.4,5.416666666666666,76369,2.0,0,0,0,1,0,0,0,1
201207,7,29.02580645161291,55.935483870967744,25.41290322580645,73.83225806451615,21.37619047619048,2.729032258064516,4.645161290322581,1056.451612903226,7.351612903225808,16839,2.0,0,0,0,1,0,0,0,1
201208,8,30.851612903225806,51.0,27.13225806451612,67.95483870967742,25.827777777777786,2.967741935483871,5.119354838709677,1338.967741935484,6.7548387096774185,82241,2.0,0,0,0,1,0,0,0,1
201209,9,24.97666666666667,43.23333333333333,20.963333333333328,65.14999999999999,17.666666666666668,2.296666666666666,6.3599999999999985,1130.4,5.620000000000001,24364,3.0,0,0,1,0,0,0,1,0
201210,10,20.503225806451614,31.903225806451612,15.348387096774195,58.17741935483871,11.033333333333333,2.283870967741936,7.593548387096777,1165.8064516129034,3.603225806451613,35768,3.0,0,0,1,0,0,0,1,0
201211,11,9.516666666666664,36.833333333333336,5.540000000000001,57.24,4.52,2.72,6.036666666666667,1137.9666666666667,4.536666666666665,21556,3.0,0,1,0,0,0,1,0,0
201212,12,-0.5193548387096775,38.67741935483871,-4.119354838709678,57.0290322580645,3.1846153846153844,2.7258064516129035,6.2451612903225815,1055.548387096774,3.467741935483871,14090,4.0,1,0,0,0,1,0,0,0
201301,1,0.3354838709677418,38.548387096774185,-3.4322580645161285,57.0774193548387,2.21,2.670967741935484,5.409677419354837,1152.0,4.261290322580645,14838,4.0,1,0,0,0,1,0,0,0
201302,2,2.775,30.285714285714285,-1.2392857142857143,53.62857142857143,5.700000000000001,2.8821428571428567,6.685714285714284,1192.5357142857142,4.717857142857142,9821,4.0,1,0,0,0,1,0,0,0
201303,3,10.83548387096774,25.258064516129032,5.135483870967743,49.1741935483871,3.4125,3.032258064516129,8.267741935483869,1248.3870967741937,3.3193548387096765,24100,1.0,0,1,0,0,0,1,0,0
201304,4,14.98,28.36666666666667,10.006666666666666,53.97666666666667,4.78,3.4266666666666663,7.1066666666666665,1308.6333333333334,5.006666666666667,60970,1.0,0,1,0,0,0,1,0,0
201305,5,23.58709677419355,35.87096774193548,18.22258064516129,57.783870967741926,12.0,2.9,7.6806451612903235,1351.0967741935485,4.664516129032259,80636,1.0,0,0,1,0,0,0,1,0
201306,6,29.236666666666668,39.7,24.41000000000001,60.10999999999998,2.83,2.2299999999999995,7.466666666666666,1343.0,5.4433333333333325,77297,2.0,0,0,0,1,0,0,0,1
201307,7,28.33548387096775,63.54838709677418,25.519354838709678,79.25483870967744,26.00769230769231,3.3516129032258064,3.258064516129032,1296.4193548387098,8.493548387096777,31750,2.0,0,0,0,1,0,0,0,1
201308,8,31.08709677419354,48.935483870967744,27.69677419354839,69.33870967741936,9.906666666666666,2.7741935483870965,7.029032258064516,1268.258064516129,6.222580645161291,89168,2.0,0,0,0,1,0,0,0,1
201309,9,25.94333333333333,42.96666666666667,21.75333333333333,62.88666666666666,11.541666666666664,2.236666666666667,6.366666666666667,1073.2666666666667,5.536666666666666,27942,3.0,0,0,1,0,0,0,1,0
201310,10,21.235483870967734,36.19354838709677,15.777419354838708,58.36451612903224,2.7,2.4806451612903224,8.061290322580643,1318.8709677419354,2.854838709677419,72607,3.0,0,0,1,0,0,0,1,0
201311,11,10.660000000000004,37.1,6.149999999999998,58.18666666666668,2.7529411764705887,2.7366666666666672,6.266666666666668,1178.6,3.913333333333333,42760,3.0,0,1,0,0,0,1,0,0
201312,12,3.525806451612904,39.67741935483871,-0.18387096774193573,60.15161290322581,1.9,2.3935483870967738,5.9483870967741925,1006.741935483871,3.983870967741935,14607,4.0,1,0,0,0,1,0,0,0
201401,1,3.5419354838709682,29.48387096774193,-0.6774193548387096,50.07741935483869,1.181818181818182,2.4258064516129045,5.948387096774192,1315.7096774193546,3.3870967741935485,24880,4.0,1,0,0,0,1,0,0,0
201402,2,6.6035714285714295,32.75,1.9285714285714288,51.98214285714285,2.3142857142857136,2.696428571428572,5.8535714285714295,1236.142857142857,4.000000000000001,23139,4.0,1,0,0,0,1,0,0,0
201403,3,13.058064516129033,33.03225806451613,7.890322580645161,59.83548387096774,0.5538461538461539,3.0290322580645164,6.925806451612903,1200.741935483871,3.93225806451613,57660,1.0,0,1,0,0,0,1,0,0
201404,4,19.63666666666666,36.03333333333333,13.963333333333335,59.87333333333333,4.428571428571429,2.8233333333333333,7.106666666666667,1459.333333333333,4.746666666666667,53213,1.0,0,1,0,0,0,1,0,0
201405,5,25.251612903225798,32.83870967741935,18.945161290322574,59.058064516129036,7.0,3.2032258064516133,9.806451612903226,1036.3225806451612,3.170967741935484,34650,1.0,0,0,1,0,0,0,1,0
201406,6,27.770000000000003,49.06666666666667,23.06333333333333,72.80666666666666,7.007142857142857,2.603333333333333,6.163333333333332,1506.3,6.6766666666666685,36078,2.0,0,0,0,1,0,0,0,1
201407,7,30.63548387096775,50.58064516129032,26.1483870967742,74.23548387096773,17.325,2.75483870967742,5.570967741935487,1302.6774193548388,6.835483870967742,31729,2.0,0,0,0,1,0,0,0,1
201408,8,28.951612903225808,57.225806451612904,25.164516129032265,77.19354838709677,8.639999999999999,2.4483870967741943,4.861290322580646,1163.9032258064515,7.1322580645161295,124474,2.0,0,0,0,1,0,0,0,1
201409,9,26.98333333333334,44.9,22.063333333333336,68.5,9.788888888888888,2.0800000000000005,7.1433333333333335,1340.3333333333333,4.9300000000000015,50505,3.0,0,0,1,0,0,0,1,0
201410,10,21.416129032258066,38.709677419354854,15.635483870967743,63.15806451612902,8.700000000000001,2.441935483870968,7.735483870967742,1296.451612903226,3.3193548387096774,79529,3.0,0,0,1,0,0,0,1,0
201411,11,13.78666666666667,40.1,8.953333333333337,60.93333333333334,4.15,2.466666666666667,6.47,1180.8333333333333,4.3,41879,3.0,0,1,0,0,0,1,0,0
201412,12,1.4967741935483871,36.709677419354854,-2.919354838709677,56.261290322580614,1.11875,2.8483870967741938,6.309677419354838,1188.6451612903227,3.4451612903225803,27205,4.0,1,0,0,0,1,0,0,0
201501,1,3.583870967741936,37.61290322580645,-0.9354838709677418,56.364516129032275,1.4125,2.6483870967741923,6.235483870967737,1108.258064516129,3.8516129032258064,23464,4.0,1,0,0,0,1,0,0,0
201502,2,5.960714285714286,34.92857142857143,1.0428571428571425,58.94285714285714,2.8375,2.8678571428571433,6.428571428571429,1278.0,4.45,12093,4.0,1,0,0,0,1,0,0,0
201503,3,12.44516129032258,22.35483870967742,6.290322580645161,45.1741935483871,1.6,3.0838709677419347,8.735483870967744,1400.483870967742,2.7870967741935484,34754,1.0,0,1,0,0,0,1,0,0
201504,4,18.826666666666664,32.23333333333333,13.326666666666664,54.38666666666665,5.03125,3.12,7.1999999999999975,1243.8333333333333,4.9700000000000015,57735,1.0,0,1,0,0,0,1,0,0
201505,5,24.887096774193548,30.35483870967742,18.883870967741935,52.78064516129031,4.128571428571428,2.9548387096774205,9.367741935483872,1417.2903225806451,4.135483870967741,75348,1.0,0,0,1,0,0,0,1,0
201506,6,29.46333333333333,35.4,23.586666666666666,59.80999999999998,8.25,2.546666666666667,8.603333333333332,1278.3666666666666,5.593333333333333,20393,2.0,0,0,0,1,0,0,0,1
201507,7,30.02580645161289,50.38709677419354,25.83548387096775,71.15483870967742,14.125,2.841935483870968,5.680645161290323,1223.225806451613,7.006451612903228,17171,2.0,0,0,0,1,0,0,0,1
201508,8,30.78709677419355,45.96774193548386,26.26774193548387,69.7741935483871,4.288235294117648,2.396774193548388,6.677419354838711,1362.225806451613,5.641935483870969,119769,2.0,0,0,0,1,0,0,0,1
201509,9,28.07666666666666,34.4,22.389999999999993,56.20666666666666,5.2,2.3033333333333332,8.736666666666666,1357.1,3.8466666666666662,34080,3.0,0,0,0,1,0,0,1,0
201510,10,21.21935483870968,33.32258064516129,15.506451612903225,60.35806451612903,11.642857142857142,2.3129032258064512,7.7322580645161265,1157.967741935484,2.841935483870968,71906,3.0,0,0,1,0,0,0,1,0
201511,11,12.739999999999998,53.8,8.900000000000002,73.28333333333332,6.973333333333333,2.6699999999999995,3.6333333333333337,1123.9333333333334,6.553333333333333,35371,3.0,0,1,0,0,0,1,0,0
201512,12,5.996774193548387,38.74193548387097,1.5935483870967744,59.864516129032246,2.645454545454545,2.3451612903225807,5.73548387096774,1232.9354838709678,4.125806451612903,44232,4.0,1,0,0,0,1,0,0,0
201601,1,1.125806451612903,33.064516129032256,-3.2000000000000006,53.04516129032256,0.16666666666666666,2.4774193548387093,6.325806451612903,1252.3870967741937,3.9903225806451617,20021,4.0,1,0,0,0,1,0,0,0
201602,2,5.0758620689655185,30.724137931034484,0.19310344827586204,52.05172413793103,3.966666666666667,2.755172413793104,6.73103448275862,1196.6206896551723,3.662068965517242,16387,4.0,1,0,0,0,1,0,0,0
201603,3,12.612903225806456,28.22580645161291,7.04516129032258,51.01612903225804,6.750000000000001,2.441935483870968,8.183870967741933,1384.354838709677,3.5580645161290323,50374,1.0,0,1,0,0,0,1,0,0
201604,4,20.316666666666666,30.53333333333333,14.066666666666665,54.75666666666665,6.9818181818181815,2.4200000000000004,7.316666666666667,1349.2333333333333,4.803333333333334,50928,1.0,0,0,1,0,0,0,1,0
201605,5,25.68709677419355,31.22580645161291,19.55806451612904,56.21935483870967,14.590909090909092,2.367741935483872,9.035483870967745,1302.7096774193546,4.587096774193548,80932,1.0,0,0,1,0,0,0,1,0
201606,6,28.680000000000003,41.1,23.59666666666667,62.86666666666665,4.533333333333334,2.13,7.656666666666667,1376.0666666666666,5.25,52204,2.0,0,0,0,1,0,0,0,1
201607,7,29.822580645161292,54.064516129032256,26.235483870967744,72.86129032258064,17.057142857142857,2.148387096774193,5.174193548387096,1175.4193548387098,7.193548387096777,31310,2.0,0,0,0,1,0,0,0,1
201608,8,32.635483870967754,41.67741935483871,27.99677419354839,63.883870967741935,4.19375,2.0580645161290323,7.616129032258066,1495.838709677419,4.619354838709677,114395,2.0,0,0,0,1,0,0,0,1
201609,9,27.88999999999999,43.63333333333333,23.08333333333333,64.51333333333334,4.714285714285714,1.9633333333333336,6.386666666666668,1207.7333333333333,5.7600000000000025,33223,3.0,0,0,0,1,0,0,0,1
201610,10,21.309677419354838,40.451612903225815,16.080645161290327,62.23225806451613,7.479999999999999,2.119354838709677,6.3129032258064495,1190.967741935484,5.280645161290323,76689,3.0,0,0,1,0,0,0,1,0
201611,11,11.606666666666667,37.53333333333333,6.7733333333333325,56.77999999999998,1.04375,2.223333333333333,5.7766666666666655,1215.0,4.743333333333334,47882,3.0,0,1,0,0,0,1,0,0
201612,12,5.8,40.096774193548384,1.2451612903225806,59.15806451612904,4.364285714285715,2.225806451612903,5.367741935483871,1100.1290322580646,4.7,28405,4.0,1,0,0,0,1,0,0,0
201701,1,2.916129032258064,35.064516129032256,-1.829032258064516,54.60645161290322,1.1461538461538459,2.3,6.741935483870968,1188.8064516129034,3.4967741935483865,27598,4.0,1,0,0,0,1,0,0,0
201702,2,4.80357142857143,30.285714285714285,-0.2464285714285713,53.664285714285704,1.85,2.4464285714285707,7.5,1241.6785714285713,2.8214285714285703,25727,4.0,1,0,0,0,1,0,0,0
201703,3,12.309677419354838,25.12903225806452,6.325806451612903,48.1032258064516,0.9875,2.367741935483872,8.23225806451613,1441.2903225806451,3.8967741935483855,62661,1.0,0,1,0,0,0,1,0,0
201704,4,19.95,27.66666666666667,13.933333333333335,52.37333333333334,6.16,2.55,8.656666666666665,1322.2333333333333,4.38,55776,1.0,0,0,1,0,0,1,0,0
201705,5,25.435483870967737,30.41935483870968,19.490322580645163,52.287096774193536,2.3000000000000003,2.4290322580645163,9.725806451612904,1373.1290322580646,3.877419354838709,91425,1.0,0,0,1,0,0,0,1,0
201706,6,28.75,33.46666666666667,23.27333333333333,56.60333333333333,5.123076923076923,2.373333333333333,9.506666666666666,1395.8666666666666,4.673333333333333,60816,2.0,0,0,0,1,0,0,0,1
201707,7,30.393548387096768,59.67741935483871,26.92258064516129,77.1774193548387,27.0,2.0,3.9709677419354836,1262.741935483871,7.887096774193548,22459,2.0,0,0,0,1,0,0,0,1
201708,8,29.654838709677428,50.838709677419345,25.916129032258066,70.81935483870967,15.63157894736842,2.2548387096774194,5.361290322580646,1218.0645161290322,7.048387096774192,73705,2.0,0,0,0,1,0,0,0,1
201709,9,27.43333333333333,39.1,22.10333333333334,60.92999999999999,3.888888888888889,1.98,8.058620689655173,1249.6666666666667,4.193333333333333,50794,3.0,0,0,1,0,0,0,1,0
201710,10,22.530000000000005,33.73333333333333,16.409677419354836,56.25806451612904,3.3125,1.9366666666666663,7.423333333333333,1362.3,4.522580645161291,95963,3.0,0,0,1,0,0,0,1,0
201711,11,10.46,32.166666666666664,5.626666666666668,53.42666666666664,2.9071428571428566,2.0766666666666658,6.070370370370371,1176.0,4.15,45457,3.0,0,1,0,0,0,1,0,0
201712,12,2.1580645161290324,33.16129032258065,-1.9290322580645158,55.854838709677416,2.485714285714286,1.7827586206896548,5.680645161290323,1316.9354838709678,3.8741935483870957,31550,4.0,1,0,0,0,1,0,0,0
201801,1,0.1419354838709677,28.935483870967737,-3.977419354838709,48.03225806451611,0.7727272727272727,1.870967741935484,6.43793103448276,1184.2903225806454,4.2548387096774185,34198,4.0,1,0,0,0,1,0,0,0
201802,2,3.2821428571428566,24.392857142857146,-1.6464285714285718,44.9142857142857,4.933333333333334,2.1785714285714284,7.192592592592592,1491.9285714285709,3.9142857142857137,22808,4.0,1,0,0,0,1,0,0,0
201803,3,13.596774193548393,33.67741935483871,8.080645161290322,59.20645161290322,4.95,1.9193548387096784,6.7451612903225815,1163.1290322580646,5.206451612903226,70073,1.0,0,1,0,0,0,1,0,0
201804,4,18.51333333333333,29.83333333333333,12.986666666666665,54.63,11.845454545454546,2.0033333333333334,7.446666666666667,1245.6666666666667,4.683333333333335,62860,1.0,0,1,0,0,0,1,0,0
201805,5,23.29032258064517,40.87096774193548,18.167741935483875,63.435483870967744,15.857142857142858,1.7193548387096769,7.470967741935484,1440.0645161290322,5.448387096774193,104851,1.0,0,0,1,0,0,0,1,0
201806,6,28.37,39.53333333333333,23.13666666666667,63.03333333333331,14.291666666666664,1.6799999999999995,7.886666666666668,1259.2666666666667,5.873333333333332,58319,2.0,0,0,0,1,0,0,0,1
201807,7,32.13225806451613,49.29032258064516,27.796774193548387,67.45161290322578,18.56,1.4612903225806453,7.616666666666667,1436.967741935484,5.10967741935484,27219,2.0,0,0,0,1,0,0,0,1
201808,8,33.303225806451614,45.161290322580655,28.761290322580656,64.71935483870966,12.6625,1.6903225806451612,7.5,1366.3548387096773,5.819354838709677,56692,2.0,0,0,0,1,0,0,0,1
201809,9,26.04,38.9,21.496666666666666,60.66,5.708333333333332,1.5633333333333332,7.290000000000001,1273.8666666666666,5.1133333333333315,53653,3.0,0,0,1,0,0,0,1,0
201810,10,18.61290322580645,34.354838709677416,13.05483870967742,59.348387096774175,10.954545454545457,1.5451612903225809,7.8032258064516125,1026.0645161290322,3.6935483870967736,92872,3.0,0,1,0,0,0,1,0,0
201811,11,13.153333333333334,32.73333333333333,7.793333333333335,57.47999999999999,8.78888888888889,1.3966666666666665,5.92,1250.8,4.04,45849,3.0,0,1,0,0,0,1,0,0
201812,12,4.087096774193548,26.48387096774193,-0.6064516129032259,45.75806451612904,2.733333333333334,1.803225806451613,6.4483870967741925,1186.9032258064515,3.7709677419354826,36304,4.0,1,0,0,0,1,0,0,0
201901,1,4.087096774193548,25.70967741935484,-0.8967741935483872,45.58387096774193,0.0,1.8193548387096776,6.935483870967741,1480.1290322580646,3.1225806451612894,35384,4.0,1,0,0,0,1,0,0,0
201902,2,6.046428571428572,26.0,0.9857142857142857,47.31071428571428,2.644444444444444,1.8428571428571427,6.803571428571429,1292.0357142857142,4.771428571428572,41006,4.0,1,0,0,0,1,0,0,0
201903,3,12.445161290322584,25.838709677419356,7.0935483870967735,51.303225806451614,2.68,2.0870967741935478,6.574193548387097,1071.225806451613,4.6903225806451605,126027,1.0,0,1,0,0,0,1,0,0
201904,4,17.639999999999993,27.36666666666667,12.12,50.94333333333334,3.6384615384615375,1.8766666666666665,7.386666666666668,1313.1666666666667,4.926666666666667,94462,1.0,0,1,0,0,0,1,0,0
201905,5,25.64193548387097,24.77419354838709,19.41935483870968,46.48709677419353,5.4,2.0580645161290323,10.129032258064516,1402.3870967741934,3.7612903225806456,127310,1.0,0,0,1,0,0,0,1,0
201906,6,27.706666666666663,38.63333333333333,22.50333333333333,60.60666666666666,5.285714285714287,1.7366666666666668,7.836666666666668,1341.9666666666667,5.44,48332,2.0,0,0,1,0,0,0,1,0
201907,7,30.08709677419355,50.03225806451614,25.87741935483871,69.09354838709676,10.23157894736842,1.8290322580645169,4.841935483870966,1132.0645161290322,7.177419354838711,48332,2.0,0,0,0,1,0,0,0,1
201908,8,31.635483870967736,44.645161290322584,27.190322580645162,68.51612903225805,12.7,1.5903225806451615,7.976666666666664,1165.0967741935485,5.6322580645161295,106315,2.0,0,0,0,1,0,0,0,1
201909,9,27.100000000000005,44.13333333333333,22.64333333333333,65.27,10.753846153846156,2.183333333333333,5.63,1257.1,6.5600000000000005,97723,3.0,0,0,1,0,0,0,0,1
201910,10,21.76774193548388,38.935483870967744,16.370967741935484,62.16451612903224,7.928571428571429,2.129032258064516,7.629032258064513,1163.6129032258063,4.216129032258063,127285,3.0,0,0,1,0,0,0,1,0
201911,11,12.933333333333335,33.13333333333333,7.579999999999999,55.899999999999984,9.85,2.1666666666666665,6.773333333333335,1115.8333333333333,4.11,62358,3.0,0,1,0,0,0,1,0,0
201912,12,5.274193548387096,37.12903225806452,1.4161290322580642,57.75483870967742,1.1894736842105265,2.1258064516129034,5.296774193548388,1176.258064516129,4.4161290322580635,53841,4.0,1,0,0,0,1,0,0,0
